"OrganizationIdentifier","OrganizationFormalName","ActivityStartDate","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityDepthHeightMeasure.MeasureValue","Month","Year","DO_mgL","NO23_mgL","Orthophosphate_mgL","pH","TP_mgL","NH3_mgL","TKN_mgL","Chl_probe_RFU","TSS_mgL","TDP_mgL","MonitoringLocationName","MonitoringLocationDescriptionText","HUCEightDigitCode","LatitudeMeasure","LongitudeMeasure"
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-03-23,"WIDNR_WQX","WIDNR_WQX-363069",0.5,3,2015,57.9,0.7635,0.0148,8,0.0972,NA,1.09,NA,9.5,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-04-08,"WIDNR_WQX","WIDNR_WQX-363069",0.5,4,2015,NA,0.836,0.0026,NA,0.0874,NA,1.33,NA,20.5,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-04-13,"WIDNR_WQX","WIDNR_WQX-363069",0.5,4,2015,50.2,2.12,0.0273,7.95,0.168,0.0294,1.65,26.7,37.4,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-04-20,"WIDNR_WQX","WIDNR_WQX-363069",0.5,4,2015,50.4,0.613,0.0177,7.8,0.145,NA,1.88,NA,39,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-04-29,"WIDNR_WQX","WIDNR_WQX-363069",0.5,4,2015,60.85,0.58,0.008,8.2,0.103,NA,1.61,NA,16,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-05-18,"WIDNR_WQX","WIDNR_WQX-363069",0.5,5,2015,NA,0.749,0.0273,NA,0.184,NA,1.99,NA,22,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-05-26,"WIDNR_WQX","WIDNR_WQX-363069",0.5,5,2015,NA,3.26,0.0322,NA,0.382,NA,3.47,NA,122,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-05-28,"WIDNR_WQX","WIDNR_WQX-363069",0.5,5,2015,NA,0.955,0.0154,NA,0.248,NA,2.48,NA,72,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-06-10,"WIDNR_WQX","WIDNR_WQX-363069",0.5,6,2015,NA,0.672,0.0497,NA,0.249,NA,2.07,NA,71,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-06-15,"WIDNR_WQX","WIDNR_WQX-363069",0.5,6,2015,48.45,2.19,0.105,7.7,0.261,NA,2.25,NA,59.5,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-06-18,"WIDNR_WQX","WIDNR_WQX-363069",0.5,6,2015,49.15,1.07,0.109,7.78,0.287,NA,2.2,NA,55.5,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-07-15,"WIDNR_WQX","WIDNR_WQX-363069",0.5,7,2015,61.65,0.474,0.0829,8.425,0.188,0.0246,1.56,21.8,11.8,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-08-10,"WIDNR_WQX","WIDNR_WQX-363069",0.5,8,2015,NA,0.514,0.09955,NA,0.1635,NA,1.235,NA,2,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-09-17,"WIDNR_WQX","WIDNR_WQX-363069",0.5,9,2015,50.2,0.389,0.0697,NA,0.226,NA,1.87,NA,38.5,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-10-14,"WIDNR_WQX","WIDNR_WQX-363069",0.5,10,2015,NA,1.35,0.0616,8.48,0.15,0.0299,1.55,22.3,18.8,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-11-18,"WIDNR_WQX","WIDNR_WQX-363069",0.5,11,2015,NA,1.73,0.0664,NA,0.189,NA,1.6,NA,40,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-12-15,"WIDNR_WQX","WIDNR_WQX-363069",0.5,12,2015,NA,2.91,0.148,NA,0.361,NA,1.72,NA,63.5,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-01-07,"WIDNR_WQX","WIDNR_WQX-363069",0.5,1,2016,NA,2.73,0.0551,8.04,0.106,0.0249,1.26,1.46,8.29,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-02-29,"WIDNR_WQX","WIDNR_WQX-363069",0.5,2,2016,NA,2.13,0.0619,NA,0.163,NA,1.05,NA,19.2,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-03-22,"WIDNR_WQX","WIDNR_WQX-363069",0.5,3,2016,54.5,1.11,0.0164,7.98,0.0835,0.0223,1.17,7.98,15.6,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-03-29,"WIDNR_WQX","WIDNR_WQX-363069",0.5,3,2016,53.15,1.37,0.0183,8,0.0835,NA,1.07,NA,16.4,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-04-06,"WIDNR_WQX","WIDNR_WQX-363069",0.5,4,2016,NA,1.08,0.0125,NA,0.06,0.0252,0.868,NA,11.2,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-04-11,"WIDNR_WQX","WIDNR_WQX-363069",0.5,4,2016,59.3,1.37,0.0055,8.28,0.0374,0.0302,0.828,3.87,6.2,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-04-18,"WIDNR_WQX","WIDNR_WQX-363069",0.5,4,2016,53.7,1.25,0.0117,7.9,0.0683,0.0252,1.13,NA,14.6,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-04-26,"WIDNR_WQX","WIDNR_WQX-363069",0.5,4,2016,56.15,1.48,0.0255,8.4,0.109,0.0232,1.37,NA,14.4,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-05-10,"WIDNR_WQX","WIDNR_WQX-363069",0.5,5,2016,47.75,1.35,0.0056,8.355,0.141,0.0237,1.82,85.8,28.3,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-05-17,"WIDNR_WQX","WIDNR_WQX-363069",0.5,5,2016,81,1.45,0.0046,8.6,0.0885,0.0224,1.42,NA,22.3,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-05-25,"WIDNR_WQX","WIDNR_WQX-363069",0.5,5,2016,68.15,0.502,NA,8.3,0.135,0.0254,1.79,NA,29.3,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-06-14,"WIDNR_WQX","WIDNR_WQX-363069",0.5,6,2016,47.85,0.761,0.0168,8.315,0.235,0.0162,1.91,86.4,54.3,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-06-21,"WIDNR_WQX","WIDNR_WQX-363069",0.5,6,2016,41.45,1.65,0.113,8.1,0.347,0.0667,3.28,NA,83.7,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-06-28,"WIDNR_WQX","WIDNR_WQX-363069",0.5,6,2016,43.35,0.666,0.072,8.7,0.325,0.0306,2.2,NA,62.5,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-07-14,"WIDNR_WQX","WIDNR_WQX-363069",0.5,7,2016,63.5,0.129,0.0415,8.45,0.171,0.0277,1.51,74.6,19.4,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-08-15,"WIDNR_WQX","WIDNR_WQX-363069",0.5,8,2016,35.1,0.812,0.0928,8.225,0.339,0.075,1.95,54,60.4,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-09-14,"WIDNR_WQX","WIDNR_WQX-363069",0.5,9,2016,55.3,1.25,0.0821,8.06,0.279,0.0309,1.75,40.2,67,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-10-12,"WIDNR_WQX","WIDNR_WQX-363069",0.5,10,2016,51.7,1.61,0.0865,8.41,0.207,0.0308,1.45,8.13,34.3,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-11-09,"WIDNR_WQX","WIDNR_WQX-363069",0.5,11,2016,59.1,1.47,0.0585,8.14,0.148,0.0283,1.49,5.77,20.4,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2016-12-06,"WIDNR_WQX","WIDNR_WQX-363069",0.5,12,2016,55.85,2.3,0.0759,8.56,0.138,NA,1.29,1.52,6.4,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2017-01-17,"WIDNR_WQX","WIDNR_WQX-363069",0.5,1,2017,NA,3.21,0.0492,8.05,0.103,0.102,1.14,1.29,5.8,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2017-02-14,"WIDNR_WQX","WIDNR_WQX-363069",0.5,2,2017,NA,2.05,0.0786,7.97,0.16,0.12,1.31,1.01,6,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2017-03-06,"WIDNR_WQX","WIDNR_WQX-363069",0.5,3,2017,NA,1.54,0.0265,NA,0.0759,NA,1.08,NA,5.67,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2017-03-23,"WIDNR_WQX","WIDNR_WQX-363069",0.5,3,2017,NA,1.105,0.00245,NA,0.05025,NA,1.145,NA,5.5,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2017-03-28,"WIDNR_WQX","WIDNR_WQX-363069",0.5,3,2017,NA,1.55,0.012,NA,0.0813,NA,1.23,NA,10,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
